"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_20","DEER_MGMT_","DMUArea","AREA_SQM"
29,"Juneau",4831294.60116,1585248608.13,149,"53",1640.73782859,80.7212667431
29,"Juneau",4831294.60116,1585248608.13,152,"72",1936.95083831,2.32374286599
29,"Juneau",4831294.60116,1585248608.13,158,"54A",1649.17037406,162.439205764
29,"Juneau",4831294.60116,1585248608.13,163,"54B",705.992635537,147.574876736
29,"Juneau",4831294.60116,1585248608.13,166,"54C",369.123185482,0.0029413744965
29,"Juneau",4831294.60116,1585248608.13,167,"54B-CWD",853.81229376,75.2257447532
29,"Juneau",4831294.60116,1585248608.13,171,"71-CWD",2311.26702223,6.23079656584
30,"Kenosha",2359727.36863,239856410.978,162,"77M",2836.0085278,21.1243626821
30,"Kenosha",2359727.36863,239856410.978,194,"77B-CWD",1888.09179675,71.4744439097
31,"Kewaunee",1863445.69931,252609333.577,128,"80B",1470.86003643,97.5226043718
31,"Kewaunee",1863445.69931,252609333.577,148,"64",2473.8802669,0.00605213733585
32,"La Crosse",3322902.69147,828893532.641,136,"61",3283.64463545,0.0118142337604
32,"La Crosse",3322902.69147,828893532.641,143,"59C",2211.31687801,0.0245211878198
32,"La Crosse",3322902.69147,828893532.641,154,"59D",1485.78769579,270.604206042
32,"La Crosse",3322902.69147,828893532.641,164,"59M",162.096712892,43.4659885847
32,"La Crosse",3322902.69147,828893532.641,165,"74A",828.37805266,5.9310521475
33,"Lafayette",3500284.06488,378645469.022,181,"76-CWD",2348.90147513,4.99265159651
33,"Lafayette",3500284.06488,378645469.022,190,"75C-CWD",970.350942457,0.0211277718459
33,"Lafayette",3500284.06488,378645469.022,195,"75A-CWD",1465.0143943,24.7460180378
33,"Lafayette",3500284.06488,378645469.022,197,"75D-CWD",1409.78200494,110.922967301
33,"Lafayette",3500284.06488,378645469.022,198,"75B-CWD",17.3225796681,5.46975300892
33,"Lafayette",3500284.06488,378645469.022,199,"75D-CWD",0.139288208383,0.0433152152261
34,"Langlade",3389521.25713,1938853341.63,46,"38",1280.5112495,4.27265394101
34,"Langlade",3389521.25713,1938853341.63,59,"44",1307.23962251,117.518622547
34,"Langlade",3389521.25713,1938853341.63,60,"52",906.751027933,2.88322101718
34,"Langlade",3389521.25713,1938853341.63,61,"43",1280.41719479,334.488750502
34,"Langlade",3389521.25713,1938853341.63,65,"42",969.103776762,245.818761346
34,"Langlade",3389521.25713,1938853341.63,106,"46",1110.33398417,31.7251528449
34,"Langlade",3389521.25713,1938853341.63,119,"48",947.656206128,0.0697503776814
34,"Langlade",3389521.25713,1938853341.63,123,"47",902.701995532,11.8185478227
35,"Lincoln",4615080.92723,2064074468.11,46,"38",1280.5112495,3.28862337317
35,"Lincoln",4615080.92723,2064074468.11,47,"31",1173.6310032,6.56105311053
35,"Lincoln",4615080.92723,2064074468.11,52,"37",706.698773471,1.95211836575
35,"Lincoln",4615080.92723,2064074468.11,60,"52",906.751027933,278.458527017
35,"Lincoln",4615080.92723,2064074468.11,62,"32",1342.23958953,363.225610569
35,"Lincoln",4615080.92723,2064074468.11,65,"42",969.103776762,71.6505813767
35,"Lincoln",4615080.92723,2064074468.11,91,"52A",4.00625520105,1.22048672806
35,"Lincoln",4615080.92723,2064074468.11,96,"32",0.0104145170192,0.00193806609905
35,"Lincoln",4615080.92723,2064074468.11,97,"52A",0.00129588934753,6.74135081752e-05
35,"Lincoln",4615080.92723,2064074468.11,98,"52A",0.0793135721537,0.0295239889689
35,"Lincoln",4615080.92723,2064074468.11,100,"52A",0.00194654831599,7.53207123995e-05
35,"Lincoln",4615080.92723,2064074468.11,102,"52A",0.0143680733859,0.00471282278288
35,"Lincoln",4615080.92723,2064074468.11,104,"52A",0.005210525171,0.0018971341631
35,"Lincoln",4615080.92723,2064074468.11,106,"46",1110.33398417,27.8952897094
35,"Lincoln",4615080.92723,2064074468.11,107,"32",0.014203924432,0.00403141060425
35,"Lincoln",4615080.92723,2064074468.11,108,"32",0.0269604492691,0.00713841881127
35,"Lincoln",4615080.92723,2064074468.11,109,"33",1257.65915199,42.6339885803
35,"Lincoln",4615080.92723,2064074468.11,110,"32",0.0201659454042,0.00568995724586
35,"Lincoln",4615080.92723,2064074468.11,111,"32",0.0126310259211,0.00194178358683
35,"Lincoln",4615080.92723,2064074468.11,112,"32",0.00104067203418,0.000312485306531
36,"Manitowoc",3186175.35096,453269292.947,128,"80B",1470.86003643,2.00984008036e-05
36,"Manitowoc",3186175.35096,453269292.947,148,"64",2473.8802669,156.71987496
36,"Manitowoc",3186175.35096,453269292.947,161,"69",2627.81513836,15.5183182549
36,"Manitowoc",3186175.35096,453269292.947,162,"77M",2836.0085278,2.76995569975
37,"Marathon",10649952.693,2589955491.1,106,"46",1110.33398417,245.9963089
37,"Marathon",10649952.693,2589955491.1,109,"33",1257.65915199,204.363639765
37,"Marathon",10649952.693,2589955491.1,116,"27",1269.20943291,1.21937307078
37,"Marathon",10649952.693,2589955491.1,124,"57A",926.93246715,156.331181631
37,"Marathon",10649952.693,2589955491.1,126,"57",923.505349784,138.006221326
37,"Marathon",10649952.693,2589955491.1,127,"57D",5.54448202752,2.08077525887
37,"Marathon",10649952.693,2589955491.1,130,"62A",1356.23475695,235.483653976
37,"Marathon",10649952.693,2589955491.1,132,"62B",1348.79698962,7.80797321723
37,"Marathon",10649952.693,2589955491.1,134,"57B",1204.39163648,8.69827863011
38,"Marinette",5587437.53629,3281323365.75,45,"50",906.694991992,141.975025555
38,"Marinette",5587437.53629,3281323365.75,54,"41",536.686118404,194.643316125
38,"Marinette",5587437.53629,3281323365.75,57,"45",1582.86775185,339.942895801
38,"Marinette",5587437.53629,3281323365.75,69,"49B",568.227245406,181.250770547
38,"Marinette",5587437.53629,3281323365.75,72,"51A",664.172229041,220.318882582
38,"Marinette",5587437.53629,3281323365.75,73,"49A",638.868546191,63.0244360616
38,"Marinette",5587437.53629,3281323365.75,117,"51B",1568.84061427,125.59035302
38,"Marinette",5587437.53629,3281323365.75,122,"82",0.325932159938,0.112522814298
39,"Marquette",3507933.62712,887341298.242,156,"67A",1247.28429,237.37846152
39,"Marquette",3507933.62712,887341298.242,157,"67B",819.352950536,12.4972020586
39,"Marquette",3507933.62712,887341298.242,158,"54A",1649.17037406,56.6889263394
39,"Marquette",3507933.62712,887341298.242,166,"54C",369.123185482,23.8647076484
39,"Marquette",3507933.62712,887341298.242,170,"70E-CWD",266.272265836,12.1750930932
40,"Menominee",695650.87023,921163178.676,59,"44",1307.23962251,0.0795242156228
40,"Menominee",695650.87023,921163178.676,61,"43",1280.41719479,0.0508358216044
40,"Menominee",695650.87023,921163178.676,117,"51B",1568.84061427,0.0398043655384
40,"Menominee",695650.87023,921163178.676,119,"48",947.656206128,355.425778025
40,"Menominee",695650.87023,921163178.676,123,"47",902.701995532,0.0671492748107
41,"Milwaukee",2106461.55858,120047258.637,162,"77M",2836.0085278,46.3312274744
42,"Monroe",6734264.34182,1677921915.52,143,"59C",2211.31687801,30.6072138248
42,"Monroe",6734264.34182,1677921915.52,144,"55",1753.38650388,20.3957410759
42,"Monroe",6734264.34182,1677921915.52,147,"56",954.930917441,64.6736560875
42,"Monroe",6734264.34182,1677921915.52,152,"72",1936.95083831,328.778308282
42,"Monroe",6734264.34182,1677921915.52,153,"MCC",241.746579182,74.5701282969
42,"Monroe",6734264.34182,1677921915.52,154,"59D",1485.78769579,74.4696268198
42,"Monroe",6734264.34182,1677921915.52,158,"54A",1649.17037406,23.4216812658
42,"Monroe",6734264.34182,1677921915.52,163,"54B",705.992635537,30.9329178772
43,"Oconto",5046603.89156,1941919568.71,57,"45",1582.86775185,34.7207267131
43,"Oconto",5046603.89156,1941919568.71,59,"44",1307.23962251,129.270083531
43,"Oconto",5046603.89156,1941919568.71,69,"49B",568.227245406,0.959988825732
43,"Oconto",5046603.89156,1941919568.71,73,"49A",638.868546191,171.936667393
43,"Oconto",5046603.89156,1941919568.71,117,"51B",1568.84061427,256.85452159
43,"Oconto",5046603.89156,1941919568.71,119,"48",947.656206128,0.0318240975414
43,"Oconto",5046603.89156,1941919568.71,129,"63B",1855.33220313,155.975161358
43,"Oconto",5046603.89156,1941919568.71,135,"64M",937.30520543,0.00792084321066
44,"Oneida",6254359.27323,2778720456.66,38,"29B",726.677720346,5.34763524181
44,"Oneida",6254359.27323,2778720456.66,41,"36",858.210272818,83.8097289877
44,"Oneida",6254359.27323,2778720456.66,42,"39",1134.85311769,8.96072346167
44,"Oneida",6254359.27323,2778720456.66,46,"38",1280.5112495,335.653476467
44,"Oneida",6254359.27323,2778720456.66,47,"31",1173.6310032,334.970045462
44,"Oneida",6254359.27323,2778720456.66,52,"37",706.698773471,233.042466491
44,"Oneida",6254359.27323,2778720456.66,60,"52",906.751027933,20.9642283327
44,"Oneida",6254359.27323,2778720456.66,61,"43",1280.41719479,40.501072355
44,"Oneida",6254359.27323,2778720456.66,62,"32",1342.23958953,0.0300447436751
44,"Oneida",6254359.27323,2778720456.66,65,"42",969.103776762,9.59054489443
45,"Outagamie",2684510.89655,499697447.526,129,"63B",1855.33220313,47.2366844582
45,"Outagamie",2684510.89655,499697447.526,133,"63A",1730.69874906,133.709169364
45,"Outagamie",2684510.89655,499697447.526,135,"64M",937.30520543,0.0128610227128
45,"Outagamie",2684510.89655,499697447.526,148,"64",2473.8802669,1.63884857179
45,"Outagamie",2684510.89655,499697447.526,150,"66",1547.06405587,10.3366997166
46,"Ozaukee",2149756.2457,204223836.681,161,"69",2627.81513836,10.7103181265
46,"Ozaukee",2149756.2457,204223836.681,162,"77M",2836.0085278,66.9234410399
46,"Ozaukee",2149756.2457,204223836.681,176,"69C",2.86670290166,0.527343500683
47,"Pepin",1944404.45707,427481267.544,120,"59B",2946.50559975,68.8792970396
47,"Pepin",1944404.45707,427481267.544,136,"61",3283.64463545,96.1721245499
48,"Pierce",4049747.78325,690865577.424,114,"60B",935.943894,8.69574080768
48,"Pierce",4049747.78325,690865577.424,115,"60M",558.502259286,12.976638926
48,"Pierce",4049747.78325,690865577.424,120,"59B",2946.50559975,47.9071573649
48,"Pierce",4049747.78325,690865577.424,131,"60A",1022.93180036,169.736491935
48,"Pierce",4049747.78325,690865577.424,136,"61",3283.64463545,27.4281905009
49,"Polk",7287011.46781,1614238925.66,43,"10",1002.44030917,66.4418976801
49,"Polk",7287011.46781,1614238925.66,53,"15",1313.74468972,127.141301625
49,"Polk",7287011.46781,1614238925.66,55,"16",1274.72353381,245.048549747
49,"Polk",7287011.46781,1614238925.66,58,"22",1650.25673887,9.20391267999
49,"Polk",7287011.46781,1614238925.66,71,"21",1170.25398118,170.210454018
49,"Polk",7287011.46781,1614238925.66,82,"22A",1307.10889724,5.21501500445
50,"Portage",5406230.00507,1303221388.45,124,"57A",926.93246715,59.5349711943
50,"Portage",5406230.00507,1303221388.45,130,"62A",1356.23475695,157.45920334
50,"Portage",5406230.00507,1303221388.45,132,"62B",1348.79698962,7.07410168813
50,"Portage",5406230.00507,1303221388.45,141,"57C",1139.39353749,154.922812299
50,"Portage",5406230.00507,1303221388.45,145,"65A",971.31038951,77.2656106143
50,"Portage",5406230.00507,1303221388.45,146,"65B",1345.84264329,46.9198643156
50,"Portage",5406230.00507,1303221388.45,149,"53",1640.73782859,2.77524792114e-05
51,"Price",4618946.88217,3106925681.22,36,"29A",709.484583569,97.4953498662
51,"Price",4618946.88217,3106925681.22,37,"14",884.553176912,82.5812118645
51,"Price",4618946.88217,3106925681.22,38,"29B",726.677720346,22.1623709031
51,"Price",4618946.88217,3106925681.22,47,"31",1173.6310032,65.0139681038
51,"Price",4618946.88217,3106925681.22,48,"30",866.138509368,314.571087165
51,"Price",4618946.88217,3106925681.22,49,"20",1036.4409162,284.834366878
51,"Price",4618946.88217,3106925681.22,62,"32",1342.23958953,37.4671618309
51,"Price",4618946.88217,3106925681.22,63,"25",1205.11687112,295.465195493
52,"Racine",2913642.71777,260183481.708,162,"77M",2836.0085278,24.2672602163
