"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_19","UNIT_ID","DMUArea","AREA_SQM"
11,"Columbia",5205603.56722,961401294.363,153,"70B",1000.4761196,128.052323663
11,"Columbia",5205603.56722,961401294.363,154,"70G",918.645928371,120.330127193
11,"Columbia",5205603.56722,961401294.363,159,"76A",2412.79764717,0.0038631120359
11,"Columbia",5205603.56722,961401294.363,162,"76",1884.11947481,0.0114000157456
12,"Crawford",4323581.91309,1178814390.46,147,"74A",828.377981851,0.00176846941451
12,"Crawford",4323581.91309,1178814390.46,151,"71",2311.26693772,57.7091301414
12,"Crawford",4323581.91309,1178814390.46,155,"74B",1553.92140415,397.421498408
12,"Crawford",4323581.91309,1178814390.46,164,"73D",644.134329493,0.0103837192706
13,"Dane",7672068.87601,1110436976.41,153,"70B",1000.4761196,0.0363062324719
13,"Dane",7672068.87601,1110436976.41,154,"70G",918.645928371,0.0120365561779
13,"Dane",7672068.87601,1110436976.41,157,"70",1067.61090307,0.361291194783
13,"Dane",7672068.87601,1110436976.41,159,"76A",2412.79764717,25.1131607628
13,"Dane",7672068.87601,1110436976.41,162,"76",1884.11947481,214.472079421
13,"Dane",7672068.87601,1110436976.41,163,"70A",734.447246211,56.0034406244
13,"Dane",7672068.87601,1110436976.41,165,"76M",712.884886658,78.2528499699
13,"Dane",7672068.87601,1110436976.41,167,"70D",5.28208679612,0.251195619649
13,"Dane",7672068.87601,1110436976.41,170,"75A",1926.06442675,39.2754349332
13,"Dane",7672068.87601,1110436976.41,173,"77A",1923.11837472,0.0227262710044
13,"Dane",7672068.87601,1110436976.41,179,"75C",970.190677676,14.9415918571
14,"Dodge",6231246.19328,706440860.039,142,"68A",1476.11798461,0.675382540327
14,"Dodge",6231246.19328,706440860.039,143,"69A",2287.89615546,8.3777639429
14,"Dodge",6231246.19328,706440860.039,152,"68B",1610.81053652,172.01992098
14,"Dodge",6231246.19328,706440860.039,154,"70G",918.645928371,1.41187086249
14,"Dodge",6231246.19328,706440860.039,159,"76A",2412.79764717,74.0604440888
14,"Dodge",6231246.19328,706440860.039,161,"77C",2026.77892491,16.2129584612
15,"Door",3308852.06434,704952419.247,66,"81",3.94801590902,1.39222773999
15,"Door",3308852.06434,704952419.247,68,"81",58.4546571318,15.2746050873
15,"Door",3308852.06434,704952419.247,75,"81",0.0457846923751,0.00735444783178
15,"Door",3308852.06434,704952419.247,77,"81",2.58001258227,0.860638434701
15,"Door",3308852.06434,704952419.247,79,"81",1.20334265331,0.431004655325
15,"Door",3308852.06434,704952419.247,80,"80A",652.015086628,151.807391887
15,"Door",3308852.06434,704952419.247,87,"82",11.471586478,3.77877262606
15,"Door",3308852.06434,704952419.247,88,"82",0.113600738173,0.0394009834046
15,"Door",3308852.06434,704952419.247,90,"80C",14.6528546485,5.42100386872
15,"Door",3308852.06434,704952419.247,93,"82",0.135427740704,0.0336354027227
15,"Door",3308852.06434,704952419.247,110,"80B",1470.86013387,92.6775743095
16,"Douglas",4119664.31782,3206691724.77,23,"2",1437.67489752,330.576991596
16,"Douglas",4119664.31782,3206691724.77,24,"1",606.142375805,193.201965969
16,"Douglas",4119664.31782,3206691724.77,29,"4",926.687620268,348.508647462
16,"Douglas",4119664.31782,3206691724.77,32,"9",1199.53687631,165.671585152
16,"Douglas",4119664.31782,3206691724.77,34,"8",1030.4053157,199.893637041
17,"Dunn",6808148.62895,1517064352.59,82,"22A",1307.10896819,227.803197485
17,"Dunn",6808148.62895,1517064352.59,103,"59B",2946.50526518,357.938623775
18,"Eau Claire",4677672.61021,1194005232.57,96,"59A",2186.80471766,174.307544502
18,"Eau Claire",4677672.61021,1194005232.57,103,"59B",2946.50526518,113.404750852
18,"Eau Claire",4677672.61021,1194005232.57,108,"58",1768.64937476,173.293720853
18,"Eau Claire",4677672.61021,1194005232.57,125,"59C",2211.31684174,0.00198145925396
19,"Florence",1179079.87719,1236024815.85,35,"35",1201.68665451,2.63744881918
19,"Florence",1179079.87719,1236024815.85,43,"40",873.046780226,275.679859017
19,"Florence",1179079.87719,1236024815.85,44,"50",906.695317623,189.852660452
19,"Florence",1179079.87719,1236024815.85,45,"39",1133.49465418,9.0077601461
20,"Fond du Lac",4028073.67362,555225933.561,132,"66",1547.06390509,3.39774730825
20,"Fond du Lac",4028073.67362,555225933.561,133,"W",534.17182822,0.194831369506
20,"Fond du Lac",4028073.67362,555225933.561,142,"68A",1476.11798461,90.2005794976
20,"Fond du Lac",4028073.67362,555225933.561,143,"69A",2287.89615546,120.552848893
20,"Fond du Lac",4028073.67362,555225933.561,152,"68B",1610.81053652,0.0279241281052
21,"Forest",2193998.24874,2581276230.2,35,"35",1201.68665451,64.3110270154
21,"Forest",2193998.24874,2581276230.2,43,"40",873.046780226,52.1851416566
21,"Forest",2193998.24874,2581276230.2,44,"50",906.695317623,2.24336322584
21,"Forest",2193998.24874,2581276230.2,45,"39",1133.49465418,349.039148821
21,"Forest",2193998.24874,2581276230.2,47,"38",1136.48305865,58.4911371845
21,"Forest",2193998.24874,2581276230.2,57,"45",1582.86783408,217.993148591
21,"Forest",2193998.24874,2581276230.2,59,"44",1307.23712857,219.201967264
21,"Forest",2193998.24874,2581276230.2,61,"43",1280.41711988,33.1552993678
22,"Grant",7330495.82404,1417197915.3,151,"71",2311.26693772,1.05224288776
22,"Grant",7330495.82404,1417197915.3,155,"74B",1553.92140415,0.858937321009
22,"Grant",7330495.82404,1417197915.3,164,"73D",644.134329493,158.479761491
22,"Grant",7330495.82404,1417197915.3,168,"75D",1427.40407992,1.48738877125
22,"Grant",7330495.82404,1417197915.3,169,"73A",17.1597773214,5.65346029252
22,"Grant",7330495.82404,1417197915.3,171,"73B",1823.59996337,238.693036111
22,"Grant",7330495.82404,1417197915.3,179,"75C",970.190677676,0.640595391298
22,"Grant",7330495.82404,1417197915.3,180,"73E",1026.10106821,140.178952767
23,"Green",4210861.5439,465816991.01,162,"76",1884.11947481,6.22286032103
23,"Green",4210861.5439,465816991.01,170,"75A",1926.06442675,172.393445372
23,"Green",4210861.5439,465816991.01,173,"77A",1923.11837472,0.0176934260825
23,"Green",4210861.5439,465816991.01,179,"75C",970.190677676,1.21879898836
24,"Green Lake",2457695.77764,463844185.776,132,"66",1547.06390509,6.64605514996
24,"Green Lake",2457695.77764,463844185.776,138,"67A",1247.28445156,25.9115851738
24,"Green Lake",2457695.77764,463844185.776,139,"67B",798.616288463,118.160060494
24,"Green Lake",2457695.77764,463844185.776,142,"68A",1476.11798461,28.1542507705
24,"Green Lake",2457695.77764,463844185.776,149,"W",20.7532140145,0.219289790068
25,"Iowa",4841882.92368,1081753364.26,151,"71",2311.26693772,0.456072769489
25,"Iowa",4841882.92368,1081753364.26,157,"70",1067.61090307,0.878370940422
25,"Iowa",4841882.92368,1081753364.26,163,"70A",734.447246211,162.609866629
25,"Iowa",4841882.92368,1081753364.26,166,"70C",21.2821812074,7.02720601574
25,"Iowa",4841882.92368,1081753364.26,167,"70D",5.28208679612,1.75453179993
25,"Iowa",4841882.92368,1081753364.26,170,"75A",1926.06442675,0.826548937717
25,"Iowa",4841882.92368,1081753364.26,179,"75C",970.190677676,107.212638189
25,"Iowa",4841882.92368,1081753364.26,180,"73E",1026.10106821,136.902073665
26,"Iron",2825891.1826,1922288339.91,26,"7",734.792896743,39.1888713445
26,"Iron",2825891.1826,1922288339.91,30,"28",1655.30029938,416.235079872
26,"Iron",2825891.1826,1922288339.91,31,"34",793.476156538,118.828054791
26,"Iron",2825891.1826,1922288339.91,36,"29A",709.484827938,102.210113489
26,"Iron",2825891.1826,1922288339.91,38,"29B",726.677942878,65.673342138
27,"Jackson",5655543.20064,2142628047.74,108,"58",1768.64937476,6.49231441442
27,"Jackson",5655543.20064,2142628047.74,125,"59C",2211.31684174,358.461996373
27,"Jackson",5655543.20064,2142628047.74,126,"55",1753.38664049,432.454759872
27,"Jackson",5655543.20064,2142628047.74,129,"56",954.930937222,4.00698663386
27,"Jackson",5655543.20064,2142628047.74,134,"72",1953.57034978,16.4015539161
27,"Jackson",5655543.20064,2142628047.74,135,"MCC",241.746596521,0.00723455027857
27,"Jackson",5655543.20064,2142628047.74,136,"59D",1485.78774066,9.44846853469
28,"Jefferson",4010785.71735,509722373.974,159,"76A",2412.79764717,179.621154644
28,"Jefferson",4010785.71735,509722373.974,161,"77C",2026.77892491,17.1837541897
29,"Juneau",4831294.60116,1585248608.13,126,"55",1753.38664049,0.338833681292
29,"Juneau",4831294.60116,1585248608.13,129,"56",954.930937222,137.210511668
29,"Juneau",4831294.60116,1585248608.13,131,"53",1640.73778259,80.7212534068
29,"Juneau",4831294.60116,1585248608.13,134,"72",1953.57034978,2.3237431508
29,"Juneau",4831294.60116,1585248608.13,140,"54A",1649.17074422,162.439204595
29,"Juneau",4831294.60116,1585248608.13,145,"54B",1559.8047034,222.80062467
29,"Juneau",4831294.60116,1585248608.13,148,"54C",369.123232287,0.00294261787082
29,"Juneau",4831294.60116,1585248608.13,151,"71",2311.26693772,6.23079571362
30,"Kenosha",2359727.36863,239856410.978,160,"77M",1875.825894,21.1289480544
30,"Kenosha",2359727.36863,239856410.978,172,"77B",1887.80786433,71.4698590391
31,"Kewaunee",1863445.69931,252609333.577,110,"80B",1470.86013387,97.5226103239
31,"Kewaunee",1863445.69931,252609333.577,130,"64",2473.8804798,0.00604904130419
32,"La Crosse",3322902.69147,828893532.641,118,"61",3283.64475955,0.0118143817801
32,"La Crosse",3322902.69147,828893532.641,125,"59C",2211.31684174,0.0245274133443
32,"La Crosse",3322902.69147,828893532.641,136,"59D",1485.78774066,270.60420041
32,"La Crosse",3322902.69147,828893532.641,146,"59M",162.0967498,43.4659957615
32,"La Crosse",3322902.69147,828893532.641,147,"74A",828.377981851,5.93104422938
33,"Lafayette",3500284.06488,378645469.022,168,"75D",1427.40407992,110.987409665
33,"Lafayette",3500284.06488,378645469.022,170,"75A",1926.06442675,29.7386703119
34,"Langlade",3389521.25713,1938853341.63,47,"38",1136.48305865,4.27265994746
34,"Langlade",3389521.25713,1938853341.63,59,"44",1307.23712857,117.518625817
34,"Langlade",3389521.25713,1938853341.63,60,"52",910.881491457,2.88321619259
34,"Langlade",3389521.25713,1938853341.63,61,"43",1280.41711988,334.488713553
34,"Langlade",3389521.25713,1938853341.63,65,"42",969.104024869,245.818774044
34,"Langlade",3389521.25713,1938853341.63,94,"46",1110.33387044,31.7251364035
34,"Langlade",3389521.25713,1938853341.63,102,"48",947.656065342,0.0697576349692
34,"Langlade",3389521.25713,1938853341.63,106,"47",902.701983194,11.8185768065
35,"Lincoln",4615080.92723,2064074468.11,46,"31",1173.63054125,6.56104800221
35,"Lincoln",4615080.92723,2064074468.11,47,"38",1136.48305865,3.28860818045
35,"Lincoln",4615080.92723,2064074468.11,52,"37",706.69907624,1.95212998601
35,"Lincoln",4615080.92723,2064074468.11,60,"52",910.881491457,279.716720339
35,"Lincoln",4615080.92723,2064074468.11,62,"32",1342.30749354,363.245224155
35,"Lincoln",4615080.92723,2064074468.11,65,"42",969.104024869,71.650590018
35,"Lincoln",4615080.92723,2064074468.11,94,"46",1110.33387044,27.8952879996
35,"Lincoln",4615080.92723,2064074468.11,95,"33",1257.65925918,42.6339989515
36,"Manitowoc",3186175.35096,453269292.947,110,"80B",1470.86013387,2.05298627229e-05
36,"Manitowoc",3186175.35096,453269292.947,130,"64",2473.8804798,156.719869383
36,"Manitowoc",3186175.35096,453269292.947,143,"69A",2287.89615546,15.5183233604
36,"Manitowoc",3186175.35096,453269292.947,144,"69B",1306.36990727,2.76995569975
37,"Marathon",10649952.693,2589955491.1,94,"46",1110.33387044,245.996297343
37,"Marathon",10649952.693,2589955491.1,95,"33",1257.65925918,204.363629767
37,"Marathon",10649952.693,2589955491.1,99,"27",1269.20931277,1.21936923552
37,"Marathon",10649952.693,2589955491.1,107,"57A",932.476478086,156.331112549
37,"Marathon",10649952.693,2589955491.1,109,"57",923.505594009,138.006237783
37,"Marathon",10649952.693,2589955491.1,112,"62A",1356.23520943,235.483751674
37,"Marathon",10649952.693,2589955491.1,114,"62B",1348.79698079,7.80795458594
37,"Marathon",10649952.693,2589955491.1,116,"57B",1204.39177832,8.69827757649
38,"Marinette",5587437.53629,3281323365.75,44,"50",906.695317623,141.975011076
38,"Marinette",5587437.53629,3281323365.75,54,"41",536.68608007,194.64331023
38,"Marinette",5587437.53629,3281323365.75,57,"45",1582.86783408,339.942893762
38,"Marinette",5587437.53629,3281323365.75,69,"49B",568.227328301,181.250783288
38,"Marinette",5587437.53629,3281323365.75,72,"51A",664.17214363,220.318865525
38,"Marinette",5587437.53629,3281323365.75,73,"49A",638.868658304,63.0244895241
38,"Marinette",5587437.53629,3281323365.75,100,"51B",1568.84086163,125.590347722
38,"Marinette",5587437.53629,3281323365.75,105,"82",0.325946682539,0.112523318774
39,"Marquette",3507933.62712,887341298.242,138,"67A",1247.28445156,237.378436228
39,"Marquette",3507933.62712,887341298.242,139,"67B",798.616288463,12.4918589758
39,"Marquette",3507933.62712,887341298.242,140,"54A",1649.17074422,56.6889786928
39,"Marquette",3507933.62712,887341298.242,148,"54C",369.123232287,23.8647031968
39,"Marquette",3507933.62712,887341298.242,149,"W",20.7532140145,0.0053142305687
39,"Marquette",3507933.62712,887341298.242,150,"70E",266.272344056,12.1750993358
40,"Menominee",695650.87023,921163178.676,59,"44",1307.23712857,0.0795204023644
40,"Menominee",695650.87023,921163178.676,61,"43",1280.41711988,0.0508702175808
40,"Menominee",695650.87023,921163178.676,100,"51B",1568.84086163,0.0398299053437
40,"Menominee",695650.87023,921163178.676,102,"48",947.656065342,355.425741438
40,"Menominee",695650.87023,921163178.676,106,"47",902.701983194,0.0671297389221
41,"Milwaukee",2106461.55858,120047258.637,160,"77M",1875.825894,46.3312325398
42,"Monroe",6734264.34182,1677921915.52,125,"59C",2211.31684174,30.6072211501
42,"Monroe",6734264.34182,1677921915.52,126,"55",1753.38664049,20.3957576423
42,"Monroe",6734264.34182,1677921915.52,129,"56",954.930937222,64.6736441194
42,"Monroe",6734264.34182,1677921915.52,134,"72",1953.57034978,328.778266284
42,"Monroe",6734264.34182,1677921915.52,135,"MCC",241.746596521,74.5701456272
42,"Monroe",6734264.34182,1677921915.52,136,"59D",1485.78774066,74.4696373935
42,"Monroe",6734264.34182,1677921915.52,140,"54A",1649.17074422,23.4216828203
42,"Monroe",6734264.34182,1677921915.52,145,"54B",1559.8047034,30.9329184932
43,"Oconto",5046603.89156,1941919568.71,57,"45",1582.86783408,34.7207209514
43,"Oconto",5046603.89156,1941919568.71,59,"44",1307.23712857,129.270065796
43,"Oconto",5046603.89156,1941919568.71,69,"49B",568.227328301,0.96000458578
43,"Oconto",5046603.89156,1941919568.71,73,"49A",638.868658304,171.936662181
43,"Oconto",5046603.89156,1941919568.71,100,"51B",1568.84086163,256.854548164
43,"Oconto",5046603.89156,1941919568.71,102,"48",947.656065342,0.0318066539426
43,"Oconto",5046603.89156,1941919568.71,111,"63B",1855.33198729,155.9751654
43,"Oconto",5046603.89156,1941919568.71,117,"64M",937.305081722,0.00792108568596
44,"Oneida",6254359.27323,2778720456.66,38,"29B",726.677942878,5.34765503434
44,"Oneida",6254359.27323,2778720456.66,41,"36",858.210030993,83.8097528093
44,"Oneida",6254359.27323,2778720456.66,45,"39",1133.49465418,35.7688885683
44,"Oneida",6254359.27323,2778720456.66,46,"31",1173.63054125,334.970001303
44,"Oneida",6254359.27323,2778720456.66,47,"38",1136.48305865,308.845252296
44,"Oneida",6254359.27323,2778720456.66,52,"37",706.69907624,233.042478581
44,"Oneida",6254359.27323,2778720456.66,60,"52",910.881491457,20.9642223518
44,"Oneida",6254359.27323,2778720456.66,61,"43",1280.41711988,40.5010761927
44,"Oneida",6254359.27323,2778720456.66,62,"32",1342.30749354,0.0300434549284
44,"Oneida",6254359.27323,2778720456.66,65,"42",969.104024869,9.59059584891
45,"Outagamie",2684510.89655,499697447.526,111,"63B",1855.33198729,47.2366822723
45,"Outagamie",2684510.89655,499697447.526,115,"63A",1730.698554,133.709158025
45,"Outagamie",2684510.89655,499697447.526,117,"64M",937.305081722,0.0128746161208
45,"Outagamie",2684510.89655,499697447.526,130,"64",2473.8804798,1.63884858762
45,"Outagamie",2684510.89655,499697447.526,132,"66",1547.06390509,10.3366996314
46,"Ozaukee",2149756.2457,204223836.681,144,"69B",1306.36990727,53.7085801294
46,"Ozaukee",2149756.2457,204223836.681,156,"69C",2.86672320135,0.527343956034
46,"Ozaukee",2149756.2457,204223836.681,160,"77M",1875.825894,23.9251463906
47,"Pepin",1944404.45707,427481267.544,103,"59B",2946.50526518,68.8792829379
47,"Pepin",1944404.45707,427481267.544,118,"61",3283.64475955,96.1721390735
48,"Pierce",4049747.78325,690865577.424,97,"60B",935.944094858,8.6957560973
48,"Pierce",4049747.78325,690865577.424,98,"60M",558.498863468,12.9766602093
48,"Pierce",4049747.78325,690865577.424,103,"59B",2946.50526518,47.9071474682
48,"Pierce",4049747.78325,690865577.424,113,"60A",1022.93501512,169.736443911
48,"Pierce",4049747.78325,690865577.424,118,"61",3283.64475955,27.428212006
49,"Polk",7287011.46781,1614238925.66,42,"10",1002.44037255,66.4419046304
49,"Polk",7287011.46781,1614238925.66,53,"15",1313.74466971,127.141267883
49,"Polk",7287011.46781,1614238925.66,55,"16",1274.72348162,245.048594071
49,"Polk",7287011.46781,1614238925.66,58,"22",1650.25675104,9.20391198186
49,"Polk",7287011.46781,1614238925.66,71,"21",1170.25382862,170.210428126
49,"Polk",7287011.46781,1614238925.66,82,"22A",1307.10896819,5.2150240257
50,"Portage",5406230.00507,1303221388.45,107,"57A",932.476478086,59.5349511656
50,"Portage",5406230.00507,1303221388.45,112,"62A",1356.23520943,157.459208316
50,"Portage",5406230.00507,1303221388.45,114,"62B",1348.79698079,7.07408846
50,"Portage",5406230.00507,1303221388.45,123,"57C",1139.39368842,154.922837099
50,"Portage",5406230.00507,1303221388.45,127,"65A",971.310369347,77.2656207725
50,"Portage",5406230.00507,1303221388.45,128,"65B",1345.84291751,46.9198573028
50,"Portage",5406230.00507,1303221388.45,131,"53",1640.73778259,2.80883832868e-05
51,"Price",4618946.88217,3106925681.22,36,"29A",709.484827938,97.4953955886
51,"Price",4618946.88217,3106925681.22,37,"14",884.553046983,82.5812007268
51,"Price",4618946.88217,3106925681.22,38,"29B",726.677942878,22.1623488528
51,"Price",4618946.88217,3106925681.22,46,"31",1173.63054125,65.0139417066
51,"Price",4618946.88217,3106925681.22,48,"30",866.138332427,314.571029302
51,"Price",4618946.88217,3106925681.22,49,"20",1036.4408793,284.834406366
51,"Price",4618946.88217,3106925681.22,62,"32",1342.30749354,37.4671393591
51,"Price",4618946.88217,3106925681.22,63,"25",1205.11712616,295.465250203
52,"Racine",2913642.71777,260183481.708,160,"77M",1875.825894,24.2844775865
52,"Racine",2913642.71777,260183481.708,172,"77B",1887.80786433,76.1474556076
53,"Richland",4712524.51269,1074686387.88,151,"71",2311.26693772,408.266540703
53,"Richland",4712524.51269,1074686387.88,157,"70",1067.61090307,6.6721934689
54,"Rock",3260329.86053,358363068.647,159,"76A",2412.79764717,19.6868643002
54,"Rock",3260329.86053,358363068.647,162,"76",1884.11947481,3.75837472038
54,"Rock",3260329.86053,358363068.647,170,"75A",1926.06442675,0.000814311486141
54,"Rock",3260329.86053,358363068.647,173,"77A",1923.11837472,114.918640034
55,"Rusk",4895060.75476,2119322516.38,49,"20",1036.4408793,15.1440757287
55,"Rusk",4895060.75476,2119322516.38,50,"19",1105.82059721,171.646938351
55,"Rusk",4895060.75476,2119322516.38,56,"18",1044.26905995,235.571727232
55,"Rusk",4895060.75476,2119322516.38,58,"22",1650.25675104,25.2239258726
55,"Rusk",4895060.75476,2119322516.38,63,"25",1205.11712616,61.8180120964
55,"Rusk",4895060.75476,2119322516.38,64,"24",881.9786563,128.397324691
55,"Rusk",4895060.75476,2119322516.38,67,"23",1348.68736074,180.472994355
56,"Saint Croix",4629241.32259,619399871.551,71,"21",1170.25382862,55.0648183252
56,"Saint Croix",4629241.32259,619399871.551,82,"22A",1307.10896819,21.3388723878
56,"Saint Croix",4629241.32259,619399871.551,97,"60B",935.944094858,74.0904599396
56,"Saint Croix",4629241.32259,619399871.551,98,"60M",558.498863468,66.8783592539
56,"Saint Croix",4629241.32259,619399871.551,103,"59B",2946.50526518,21.7791175313
57,"Sauk",5922035.26223,1361274760.52,145,"54B",1559.8047034,134.419976696
57,"Sauk",5922035.26223,1361274760.52,151,"71",2311.26693772,41.4466783767
57,"Sauk",5922035.26223,1361274760.52,153,"70B",1000.4761196,83.6641984784
57,"Sauk",5922035.26223,1361274760.52,157,"70",1067.61090307,265.250115635
57,"Sauk",5922035.26223,1361274760.52,158,"70F",2.1418252567,0.809936249744
57,"Sauk",5922035.26223,1361274760.52,163,"70A",734.447246211,0.000218038365936
