Date,Year,Month,Value,,
201303,2013,3,-1.19,,
201304,2013,4,-0.63,,
201305,2013,5,-0.42,,
201306,2013,6,-1.26,,
201307,2013,7,-1.77,,
201308,2013,8,-1.79,,
201309,2013,9,-1.1,,
201310,2013,10,-1.9,,
201311,2013,11,-1.18,,
201312,2013,12,-1.15,,
201401,2014,1,-0.6,,
201402,2014,2,-0.42,,
201403,2014,3,0.29,,
201404,2014,4,0.41,,
201405,2014,5,1.07,,
201406,2014,6,-0.33,,
201407,2014,7,0.13,,
201408,2014,8,-0.06,,
201409,2014,9,0.54,,
201410,2014,10,1.33,,
201411,2014,11,1.34,,
201412,2014,12,1.93,,
201501,2015,1,1.69,,
201502,2015,2,1.74,,
201503,2015,3,1.48,,
201504,2015,4,0.89,,
201505,2015,5,0.29,,
201506,2015,6,0.63,,
201507,2015,7,1.2,,
201508,2015,8,0.67,,
201509,2015,9,0.82,,
201510,2015,10,0.74,,
201511,2015,11,0.13,,
201512,2015,12,0.52,,
201601,2016,1,0.81,,
201602,2016,2,1.25,,
201603,2016,3,1.55,,
201604,2016,4,1.62,,
201605,2016,5,1.44,,
201606,2016,6,0.79,,
201607,2016,7,0.16,,
201608,2016,8,-0.87,,
201609,2016,9,-1.06,,
201610,2016,10,-0.68,,
201611,2016,11,0.84,,
201612,2016,12,0.54,,
